country_code,country,crop_code,crop_name,Element,Unit,Y2018
103,Iraq,358,Cabbages and other brassicas,Production,tonnes,12555
103,Iraq,426,Carrots and turnips,Area harvested,ha,352
103,Iraq,426,Carrots and turnips,Production,tonnes,4114
103,Iraq,393,Cauliflowers and broccoli,Area harvested,ha,953
103,Iraq,393,Cauliflowers and broccoli,Production,tonnes,11285
103,Iraq,191,Chick peas,Area harvested,ha,372
103,Iraq,191,Chick peas,Production,tonnes,323
103,Iraq,401,"Chillies and peppers, green",Area harvested,ha,2133
103,Iraq,401,"Chillies and peppers, green",Production,tonnes,19296
103,Iraq,767,Cotton lint,Production,tonnes,11075
103,Iraq,329,Cottonseed,Production,tonnes,20400
103,Iraq,195,"Cow peas, dry",Area harvested,ha,95
103,Iraq,195,"Cow peas, dry",Production,tonnes,396
103,Iraq,397,Cucumbers and gherkins,Area harvested,ha,14350
103,Iraq,397,Cucumbers and gherkins,Production,tonnes,114828
103,Iraq,577,Dates,Area harvested,ha,147900
103,Iraq,577,Dates,Production,tonnes,614584
103,Iraq,399,Eggplants (aubergines),Area harvested,ha,6307
103,Iraq,399,Eggplants (aubergines),Production,tonnes,113699
103,Iraq,569,Figs,Area harvested,ha,425
103,Iraq,569,Figs,Production,tonnes,3213
103,Iraq,619,"Fruit, fresh nes",Area harvested,ha,16466
103,Iraq,619,"Fruit, fresh nes",Production,tonnes,72984
103,Iraq,406,Garlic,Area harvested,ha,429
103,Iraq,406,Garlic,Production,tonnes,2573
103,Iraq,507,Grapefruit (inc. pomelos),Area harvested,ha,38
103,Iraq,507,Grapefruit (inc. pomelos),Production,tonnes,250
103,Iraq,560,Grapes,Area harvested,ha,5869
103,Iraq,560,Grapes,Production,tonnes,95725
103,Iraq,242,"Groundnuts, with shell",Area harvested,ha,1899
103,Iraq,242,"Groundnuts, with shell",Production,tonnes,6469
103,Iraq,497,Lemons and limes,Area harvested,ha,2054
103,Iraq,497,Lemons and limes,Production,tonnes,4221
103,Iraq,201,Lentils,Area harvested,ha,1
103,Iraq,201,Lentils,Production,tonnes,2
103,Iraq,372,Lettuce and chicory,Area harvested,ha,4146
103,Iraq,372,Lettuce and chicory,Production,tonnes,83444
103,Iraq,333,Linseed,Area harvested,ha,392
103,Iraq,333,Linseed,Production,tonnes,140
103,Iraq,56,Maize,Area harvested,ha,59317
103,Iraq,56,Maize,Production,tonnes,209059
103,Iraq,568,"Melons, other (inc.cantaloupes)",Area harvested,ha,10634
103,Iraq,568,"Melons, other (inc.cantaloupes)",Production,tonnes,113538
103,Iraq,79,Millet,Area harvested,ha,2654
103,Iraq,79,Millet,Production,tonnes,4130
103,Iraq,234,Nuts nes,Area harvested,ha,723
103,Iraq,234,Nuts nes,Production,tonnes,1328
103,Iraq,75,Oats,Area harvested,ha,144
103,Iraq,75,Oats,Production,tonnes,441
103,Iraq,430,Okra,Area harvested,ha,12128
103,Iraq,430,Okra,Production,tonnes,68451
103,Iraq,260,Olives,Area harvested,ha,2509
103,Iraq,260,Olives,Production,tonnes,9268
103,Iraq,403,"Onions, dry",Area harvested,ha,2312
103,Iraq,403,"Onions, dry",Production,tonnes,15006
103,Iraq,402,"Onions, shallots, green",Area harvested,ha,2359
103,Iraq,402,"Onions, shallots, green",Production,tonnes,38965
103,Iraq,490,Oranges,Area harvested,ha,40347
103,Iraq,490,Oranges,Production,tonnes,70963
103,Iraq,534,Peaches and nectarines,Area harvested,ha,99
103,Iraq,534,Peaches and nectarines,Production,tonnes,516
103,Iraq,521,Pears,Area harvested,ha,1293
103,Iraq,521,Pears,Production,tonnes,8625
103,Iraq,536,Plums and sloes,Area harvested,ha,605
103,Iraq,536,Plums and sloes,Production,tonnes,3475
103,Iraq,116,Potatoes,Area harvested,ha,18780
103,Iraq,116,Potatoes,Production,tonnes,294778
103,Iraq,394,"Pumpkins, squash and gourds",Area harvested,ha,1435
103,Iraq,394,"Pumpkins, squash and gourds",Production,tonnes,22459
103,Iraq,523,Quinces,Area harvested,ha,342
103,Iraq,523,Quinces,Production,tonnes,1866
103,Iraq,27,"Rice, paddy",Area harvested,ha,55540
103,Iraq,27,"Rice, paddy",Production,tonnes,274788
103,Iraq,328,Seed cotton,Area harvested,ha,16775
103,Iraq,328,Seed cotton,Production,tonnes,31897
103,Iraq,289,Sesame seed,Area harvested,ha,2491
103,Iraq,289,Sesame seed,Production,tonnes,2574
103,Iraq,83,Sorghum,Area harvested,ha,13053
103,Iraq,83,Sorghum,Production,tonnes,19562
103,Iraq,236,Soybeans,Area harvested,ha,37
103,Iraq,236,Soybeans,Production,tonnes,29
103,Iraq,373,Spinach,Area harvested,ha,842
103,Iraq,373,Spinach,Production,tonnes,6605
103,Iraq,423,String beans,Area harvested,ha,4451
103,Iraq,423,String beans,Production,tonnes,26239
103,Iraq,157,Sugar beet,Area harvested,ha,4120
103,Iraq,157,Sugar beet,Production,tonnes,30044
103,Iraq,156,Sugar cane,Area harvested,ha,521
103,Iraq,156,Sugar cane,Production,tonnes,10280
103,Iraq,267,Sunflower seed,Area harvested,ha,396
103,Iraq,267,Sunflower seed,Production,tonnes,733
103,Iraq,495,"Tangerines, mandarins, clementines, satsumas",Area harvested,ha,242
103,Iraq,495,"Tangerines, mandarins, clementines, satsumas",Production,tonnes,2710
103,Iraq,826,"Tobacco, unmanufactured",Area harvested,ha,2501
103,Iraq,826,"Tobacco, unmanufactured",Production,tonnes,2289
103,Iraq,388,Tomatoes,Area harvested,ha,18186
103,Iraq,388,Tomatoes,Production,tonnes,266294
103,Iraq,463,"Vegetables, fresh nes",Area harvested,ha,16689
103,Iraq,463,"Vegetables, fresh nes",Production,tonnes,79068
103,Iraq,420,"Vegetables, leguminous nes",Area harvested,ha,8456
103,Iraq,420,"Vegetables, leguminous nes",Production,tonnes,62948
103,Iraq,205,Vetches,Area harvested,ha,1088
103,Iraq,205,Vetches,Production,tonnes,771
103,Iraq,222,"Walnuts, with shell",Area harvested,ha,1136
103,Iraq,222,"Walnuts, with shell",Production,tonnes,1567
103,Iraq,567,Watermelons,Area harvested,ha,16891
103,Iraq,567,Watermelons,Production,tonnes,222595
103,Iraq,15,Wheat,Area harvested,ha,1180443
103,Iraq,15,Wheat,Production,tonnes,3211382
103,Iraq,1817,Cereals (Rice Milled Eqv),Area harvested,ha,1666816
103,Iraq,1817,Cereals (Rice Milled Eqv),Production,tonnes,4199141
103,Iraq,1717,"Cereals, Total",Area harvested,ha,1666816
103,Iraq,1717,"Cereals, Total",Production,tonnes,4290645
103,Iraq,1804,"Citrus Fruit, Total",Area harvested,ha,42681
103,Iraq,1804,"Citrus Fruit, Total",Production,tonnes,78144
103,Iraq,1814,"Coarse Grain, Total",Area harvested,ha,430833
103,Iraq,1814,"Coarse Grain, Total",Production,tonnes,804476
103,Iraq,1753,Fibre Crops Primary,Area harvested,ha,
103,Iraq,1753,Fibre Crops Primary,Production,tonnes,
103,Iraq,1738,Fruit Primary,Area harvested,ha,296893
103,Iraq,1738,Fruit Primary,Production,tonnes,1281893
103,Iraq,1731,Oilcrops,Area harvested,ha,7724
103,Iraq,1731,Oilcrops,Production,tonnes,39612
103,Iraq,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
103,Iraq,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
103,Iraq,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
103,Iraq,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
103,Iraq,1726,"Pulses, Total",Area harvested,ha,3635
103,Iraq,1726,"Pulses, Total",Production,tonnes,9489
103,Iraq,1720,"Roots and Tubers, Total",Area harvested,ha,18780
103,Iraq,1720,"Roots and Tubers, Total",Production,tonnes,294778
103,Iraq,1729,"Treenuts, Total",Area harvested,ha,2160
103,Iraq,1729,"Treenuts, Total",Production,tonnes,3343
103,Iraq,1735,Vegetables Primary,Area harvested,ha,97158
103,Iraq,1735,Vegetables Primary,Production,tonnes,950787
104,Ireland,515,Apples,Area harvested,ha,713
104,Ireland,515,Apples,Production,tonnes,20100
104,Ireland,44,Barley,Area harvested,ha,185200
104,Ireland,44,Barley,Production,tonnes,1224900
104,Ireland,176,"Beans, dry",Area harvested,ha,7800
104,Ireland,176,"Beans, dry",Production,tonnes,21000
104,Ireland,414,"Beans, green",Area harvested,ha,212
104,Ireland,414,"Beans, green",Production,tonnes,1698
104,Ireland,558,Berries nes,Area harvested,ha,77
104,Ireland,558,Berries nes,Production,tonnes,202
104,Ireland,89,Buckwheat,Area harvested,ha,
104,Ireland,89,Buckwheat,Production,tonnes,
104,Ireland,358,Cabbages and other brassicas,Area harvested,ha,958
104,Ireland,358,Cabbages and other brassicas,Production,tonnes,26000
104,Ireland,426,Carrots and turnips,Area harvested,ha,1208
104,Ireland,426,Carrots and turnips,Production,tonnes,69400
104,Ireland,393,Cauliflowers and broccoli,Area harvested,ha,819
104,Ireland,393,Cauliflowers and broccoli,Production,tonnes,9600
104,Ireland,108,Cereals nes,Area harvested,ha,600
104,Ireland,108,Cereals nes,Production,tonnes,1119
104,Ireland,401,"Chillies and peppers, green",Production,tonnes,328
104,Ireland,397,Cucumbers and gherkins,Area harvested,ha,8
104,Ireland,397,Cucumbers and gherkins,Production,tonnes,1600
104,Ireland,550,Currants,Area harvested,ha,40
104,Ireland,550,Currants,Production,tonnes,200
104,Ireland,619,"Fruit, fresh nes",Area harvested,ha,628
104,Ireland,619,"Fruit, fresh nes",Production,tonnes,9000
104,Ireland,541,"Fruit, stone nes",Area harvested,ha,
104,Ireland,541,"Fruit, stone nes",Production,tonnes,
104,Ireland,507,Grapefruit (inc. pomelos),Area harvested,ha,
104,Ireland,507,Grapefruit (inc. pomelos),Production,tonnes,
104,Ireland,677,Hops,Area harvested,ha,45
104,Ireland,677,Hops,Production,tonnes,46
104,Ireland,407,"Leeks, other alliaceous vegetables",Area harvested,ha,120
104,Ireland,407,"Leeks, other alliaceous vegetables",Production,tonnes,2700
104,Ireland,372,Lettuce and chicory,Area harvested,ha,258
104,Ireland,372,Lettuce and chicory,Production,tonnes,6200
104,Ireland,449,Mushrooms and truffles,Production,tonnes,65300
104,Ireland,75,Oats,Area harvested,ha,17800
104,Ireland,75,Oats,Production,tonnes,122300
104,Ireland,403,"Onions, dry",Area harvested,ha,174
104,Ireland,403,"Onions, dry",Production,tonnes,4200
104,Ireland,521,Pears,Area harvested,ha,
104,Ireland,521,Pears,Production,tonnes,
104,Ireland,187,"Peas, dry",Area harvested,ha,700
104,Ireland,187,"Peas, dry",Production,tonnes,1700
104,Ireland,417,"Peas, green",Area harvested,ha,464
104,Ireland,417,"Peas, green",Production,tonnes,1958
104,Ireland,116,Potatoes,Area harvested,ha,8200
104,Ireland,116,Potatoes,Production,tonnes,273000
104,Ireland,270,Rapeseed,Area harvested,ha,10600
104,Ireland,270,Rapeseed,Production,tonnes,40900
104,Ireland,547,Raspberries,Area harvested,ha,24
104,Ireland,547,Raspberries,Production,tonnes,300
104,Ireland,71,Rye,Area harvested,ha,187
104,Ireland,71,Rye,Production,tonnes,635
104,Ireland,373,Spinach,Area harvested,ha,
104,Ireland,373,Spinach,Production,tonnes,
104,Ireland,544,Strawberries,Area harvested,ha,189
104,Ireland,544,Strawberries,Production,tonnes,5700
104,Ireland,157,Sugar beet,Area harvested,ha,1390
104,Ireland,157,Sugar beet,Production,tonnes,78597
104,Ireland,388,Tomatoes,Area harvested,ha,12
104,Ireland,388,Tomatoes,Production,tonnes,3900
104,Ireland,463,"Vegetables, fresh nes",Area harvested,ha,1653
104,Ireland,463,"Vegetables, fresh nes",Production,tonnes,28826
104,Ireland,420,"Vegetables, leguminous nes",Area harvested,ha,0
104,Ireland,420,"Vegetables, leguminous nes",Production,tonnes,2
104,Ireland,15,Wheat,Area harvested,ha,58000
104,Ireland,15,Wheat,Production,tonnes,506800
104,Ireland,1817,Cereals (Rice Milled Eqv),Area harvested,ha,261787
104,Ireland,1817,Cereals (Rice Milled Eqv),Production,tonnes,1855755
104,Ireland,1717,"Cereals, Total",Area harvested,ha,261787
104,Ireland,1717,"Cereals, Total",Production,tonnes,1855755
104,Ireland,1804,"Citrus Fruit, Total",Area harvested,ha,
104,Ireland,1804,"Citrus Fruit, Total",Production,tonnes,
104,Ireland,1814,"Coarse Grain, Total",Area harvested,ha,203787
104,Ireland,1814,"Coarse Grain, Total",Production,tonnes,1348955
104,Ireland,1738,Fruit Primary,Area harvested,ha,1671
104,Ireland,1738,Fruit Primary,Production,tonnes,35503
104,Ireland,1731,Oilcrops,Area harvested,ha,10600
104,Ireland,1731,Oilcrops,Production,tonnes,40900
104,Ireland,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
104,Ireland,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
104,Ireland,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
104,Ireland,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
104,Ireland,1726,"Pulses, Total",Area harvested,ha,8500
104,Ireland,1726,"Pulses, Total",Production,tonnes,22700
104,Ireland,1720,"Roots and Tubers, Total",Area harvested,ha,8200
104,Ireland,1720,"Roots and Tubers, Total",Production,tonnes,273000
104,Ireland,1735,Vegetables Primary,Area harvested,ha,5886
104,Ireland,1735,Vegetables Primary,Production,tonnes,221711
105,Israel,221,"Almonds, with shell",Area harvested,ha,397
105,Israel,221,"Almonds, with shell",Production,tonnes,8503
105,Israel,515,Apples,Area harvested,ha,2823
105,Israel,515,Apples,Production,tonnes,111000
105,Israel,526,Apricots,Area harvested,ha,574
105,Israel,526,Apricots,Production,tonnes,5000
105,Israel,366,Artichokes,Area harvested,ha,305
105,Israel,366,Artichokes,Production,tonnes,2502
105,Israel,367,Asparagus,Area harvested,ha,15
105,Israel,367,Asparagus,Production,tonnes,140
105,Israel,572,Avocados,Area harvested,ha,9408
105,Israel,572,Avocados,Production,tonnes,131720
105,Israel,486,Bananas,Area harvested,ha,2850
105,Israel,486,Bananas,Production,tonnes,135000
105,Israel,44,Barley,Area harvested,ha,4090
105,Israel,44,Barley,Production,tonnes,8750
105,Israel,414,"Beans, green",Area harvested,ha,972
105,Israel,414,"Beans, green",Production,tonnes,12025
105,Israel,558,Berries nes,Area harvested,ha,576
105,Israel,558,Berries nes,Production,tonnes,1759
105,Israel,181,"Broad beans, horse beans, dry",Area harvested,ha,
105,Israel,181,"Broad beans, horse beans, dry",Production,tonnes,
105,Israel,358,Cabbages and other brassicas,Area harvested,ha,3492
105,Israel,358,Cabbages and other brassicas,Production,tonnes,52595
105,Israel,461,Carobs,Area harvested,ha,1407
105,Israel,461,Carobs,Production,tonnes,364
105,Israel,426,Carrots and turnips,Area harvested,ha,3217
105,Israel,426,Carrots and turnips,Production,tonnes,220402
105,Israel,393,Cauliflowers and broccoli,Area harvested,ha,3103
105,Israel,393,Cauliflowers and broccoli,Production,tonnes,28962
105,Israel,531,Cherries,Area harvested,ha,436
105,Israel,531,Cherries,Production,tonnes,3000
105,Israel,191,Chick peas,Area harvested,ha,7010
105,Israel,191,Chick peas,Production,tonnes,22344
105,Israel,401,"Chillies and peppers, green",Area harvested,ha,3243
105,Israel,401,"Chillies and peppers, green",Production,tonnes,196112
105,Israel,767,Cotton lint,Production,tonnes,9200
105,Israel,329,Cottonseed,Production,tonnes,14100
105,Israel,397,Cucumbers and gherkins,Area harvested,ha,1640
105,Israel,397,Cucumbers and gherkins,Production,tonnes,101846
105,Israel,577,Dates,Area harvested,ha,4733
105,Israel,577,Dates,Production,tonnes,44580
105,Israel,399,Eggplants (aubergines),Area harvested,ha,1130
105,Israel,399,Eggplants (aubergines),Production,tonnes,51404
105,Israel,569,Figs,Area harvested,ha,131
105,Israel,569,Figs,Production,tonnes,2414
105,Israel,512,"Fruit, citrus nes",Area harvested,ha,3489
105,Israel,512,"Fruit, citrus nes",Production,tonnes,22870
105,Israel,619,"Fruit, fresh nes",Area harvested,ha,3053
105,Israel,619,"Fruit, fresh nes",Production,tonnes,81392
105,Israel,541,"Fruit, stone nes",Area harvested,ha,0
105,Israel,541,"Fruit, stone nes",Production,tonnes,0
105,Israel,603,"Fruit, tropical fresh nes",Area harvested,ha,2770
105,Israel,603,"Fruit, tropical fresh nes",Production,tonnes,244
105,Israel,406,Garlic,Area harvested,ha,181
105,Israel,406,Garlic,Production,tonnes,1361
105,Israel,507,Grapefruit (inc. pomelos),Area harvested,ha,2259
105,Israel,507,Grapefruit (inc. pomelos),Production,tonnes,148896
105,Israel,560,Grapes,Area harvested,ha,8035
105,Israel,560,Grapes,Production,tonnes,63000
105,Israel,242,"Groundnuts, with shell",Area harvested,ha,2710
105,Israel,242,"Groundnuts, with shell",Production,tonnes,14150
105,Israel,592,Kiwi fruit,Area harvested,ha,206
105,Israel,592,Kiwi fruit,Production,tonnes,4200
105,Israel,497,Lemons and limes,Area harvested,ha,2598
105,Israel,497,Lemons and limes,Production,tonnes,71027
105,Israel,201,Lentils,Area harvested,ha,110
105,Israel,201,Lentils,Production,tonnes,25
105,Israel,372,Lettuce and chicory,Area harvested,ha,1524
105,Israel,372,Lettuce and chicory,Production,tonnes,21535
105,Israel,56,Maize,Area harvested,ha,3310
105,Israel,56,Maize,Production,tonnes,81930
105,Israel,446,"Maize, green",Area harvested,ha,3247
105,Israel,446,"Maize, green",Production,tonnes,74929
105,Israel,571,"Mangoes, mangosteens, guavas",Area harvested,ha,1909
105,Israel,571,"Mangoes, mangosteens, guavas",Production,tonnes,48096
105,Israel,568,"Melons, other (inc.cantaloupes)",Area harvested,ha,1541
105,Israel,568,"Melons, other (inc.cantaloupes)",Production,tonnes,27389
105,Israel,449,Mushrooms and truffles,Production,tonnes,12000
105,Israel,234,Nuts nes,Area harvested,ha,28
105,Israel,234,Nuts nes,Production,tonnes,1403
105,Israel,75,Oats,Area harvested,ha,779
105,Israel,75,Oats,Production,tonnes,217
105,Israel,339,Oilseeds nes,Area harvested,ha,3857
105,Israel,339,Oilseeds nes,Production,tonnes,3465
105,Israel,260,Olives,Area harvested,ha,33700
105,Israel,260,Olives,Production,tonnes,54500
105,Israel,403,"Onions, dry",Area harvested,ha,3368
105,Israel,403,"Onions, dry",Production,tonnes,85225
105,Israel,402,"Onions, shallots, green",Area harvested,ha,104
105,Israel,402,"Onions, shallots, green",Production,tonnes,1849
105,Israel,490,Oranges,Area harvested,ha,4851
105,Israel,490,Oranges,Production,tonnes,79820
105,Israel,600,Papayas,Area harvested,ha,179
105,Israel,600,Papayas,Production,tonnes,44
105,Israel,534,Peaches and nectarines,Area harvested,ha,3504
105,Israel,534,Peaches and nectarines,Production,tonnes,50014
105,Israel,521,Pears,Area harvested,ha,1174
105,Israel,521,Pears,Production,tonnes,26000
105,Israel,187,"Peas, dry",Area harvested,ha,1096
105,Israel,187,"Peas, dry",Production,tonnes,444
105,Israel,417,"Peas, green",Area harvested,ha,3035
105,Israel,417,"Peas, green",Production,tonnes,12069
105,Israel,587,Persimmons,Area harvested,ha,1049
105,Israel,587,Persimmons,Production,tonnes,28000
105,Israel,574,Pineapples,Area harvested,ha,14
105,Israel,574,Pineapples,Production,tonnes,459
105,Israel,536,Plums and sloes,Area harvested,ha,1304
105,Israel,536,Plums and sloes,Production,tonnes,22700
105,Israel,116,Potatoes,Area harvested,ha,15036
105,Israel,116,Potatoes,Production,tonnes,511163
105,Israel,211,Pulses nes,Area harvested,ha,175
105,Israel,211,Pulses nes,Production,tonnes,231
105,Israel,394,"Pumpkins, squash and gourds",Area harvested,ha,234
105,Israel,394,"Pumpkins, squash and gourds",Production,tonnes,8873
105,Israel,523,Quinces,Area harvested,ha,59
105,Israel,523,Quinces,Production,tonnes,2300
105,Israel,280,Safflower seed,Area harvested,ha,3
105,Israel,280,Safflower seed,Production,tonnes,3
105,Israel,328,Seed cotton,Area harvested,ha,6456
105,Israel,328,Seed cotton,Production,tonnes,23300
105,Israel,289,Sesame seed,Area harvested,ha,24
105,Israel,289,Sesame seed,Production,tonnes,48
105,Israel,83,Sorghum,Area harvested,ha,7880
105,Israel,83,Sorghum,Production,tonnes,47924
105,Israel,373,Spinach,Area harvested,ha,10
105,Israel,373,Spinach,Production,tonnes,214
105,Israel,544,Strawberries,Area harvested,ha,470
105,Israel,544,Strawberries,Production,tonnes,20795
105,Israel,157,Sugar beet,Area harvested,ha,
105,Israel,157,Sugar beet,Production,tonnes,
105,Israel,267,Sunflower seed,Area harvested,ha,510
105,Israel,267,Sunflower seed,Production,tonnes,10500
105,Israel,122,Sweet potatoes,Area harvested,ha,2268
105,Israel,122,Sweet potatoes,Production,tonnes,42650
105,Israel,495,"Tangerines, mandarins, clementines, satsumas",Area harvested,ha,9364
105,Israel,495,"Tangerines, mandarins, clementines, satsumas",Production,tonnes,174591
105,Israel,826,"Tobacco, unmanufactured",Area harvested,ha,16
105,Israel,826,"Tobacco, unmanufactured",Production,tonnes,5
105,Israel,388,Tomatoes,Area harvested,ha,4853
105,Israel,388,Tomatoes,Production,tonnes,345109
105,Israel,463,"Vegetables, fresh nes",Area harvested,ha,30854
105,Israel,463,"Vegetables, fresh nes",Production,tonnes,150092
105,Israel,420,"Vegetables, leguminous nes",Area harvested,ha,33
105,Israel,420,"Vegetables, leguminous nes",Production,tonnes,353
105,Israel,205,Vetches,Area harvested,ha,
105,Israel,205,Vetches,Production,tonnes,
105,Israel,567,Watermelons,Area harvested,ha,10076
105,Israel,567,Watermelons,Production,tonnes,93682
105,Israel,15,Wheat,Area harvested,ha,52900
105,Israel,15,Wheat,Production,tonnes,70500
105,Israel,1817,Cereals (Rice Milled Eqv),Area harvested,ha,68959
105,Israel,1817,Cereals (Rice Milled Eqv),Production,tonnes,209321
105,Israel,1717,"Cereals, Total",Area harvested,ha,68959
105,Israel,1717,"Cereals, Total",Production,tonnes,209321
105,Israel,1804,"Citrus Fruit, Total",Area harvested,ha,22561
105,Israel,1804,"Citrus Fruit, Total",Production,tonnes,497204
105,Israel,1814,"Coarse Grain, Total",Area harvested,ha,16059
105,Israel,1814,"Coarse Grain, Total",Production,tonnes,138821
105,Israel,1753,Fibre Crops Primary,Area harvested,ha,
105,Israel,1753,Fibre Crops Primary,Production,tonnes,
105,Israel,1738,Fruit Primary,Area harvested,ha,80842
105,Israel,1738,Fruit Primary,Production,tonnes,1400356
105,Israel,1731,Oilcrops,Area harvested,ha,40803
105,Israel,1731,Oilcrops,Production,tonnes,96765
105,Israel,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
105,Israel,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
105,Israel,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
105,Israel,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
105,Israel,1726,"Pulses, Total",Area harvested,ha,8391
105,Israel,1726,"Pulses, Total",Production,tonnes,23044
105,Israel,1720,"Roots and Tubers, Total",Area harvested,ha,17304
105,Israel,1720,"Roots and Tubers, Total",Production,tonnes,553813
105,Israel,1729,"Treenuts, Total",Area harvested,ha,425
105,Israel,1729,"Treenuts, Total",Production,tonnes,9906
105,Israel,1735,Vegetables Primary,Area harvested,ha,64561
105,Israel,1735,Vegetables Primary,Production,tonnes,1379597
106,Italy,800,Agave fibres nes,Area harvested,ha,
106,Italy,800,Agave fibres nes,Production,tonnes,
106,Italy,221,"Almonds, with shell",Area harvested,ha,57987
106,Italy,221,"Almonds, with shell",Production,tonnes,79801
106,Italy,711,"Anise, badian, fennel, coriander",Area harvested,ha,
106,Italy,711,"Anise, badian, fennel, coriander",Production,tonnes,
106,Italy,515,Apples,Area harvested,ha,55063
106,Italy,515,Apples,Production,tonnes,2414921
106,Italy,526,Apricots,Area harvested,ha,17809
106,Italy,526,Apricots,Production,tonnes,229020
106,Italy,366,Artichokes,Area harvested,ha,40175
106,Italy,366,Artichokes,Production,tonnes,389813
106,Italy,367,Asparagus,Area harvested,ha,6863
106,Italy,367,Asparagus,Production,tonnes,49000
106,Italy,486,Bananas,Area harvested,ha,14
106,Italy,486,Bananas,Production,tonnes,337
106,Italy,44,Barley,Area harvested,ha,262482
106,Italy,44,Barley,Production,tonnes,1010328
106,Italy,176,"Beans, dry",Area harvested,ha,6411
106,Italy,176,"Beans, dry",Production,tonnes,11981
106,Italy,414,"Beans, green",Area harvested,ha,18368
106,Italy,414,"Beans, green",Production,tonnes,163824
106,Italy,558,Berries nes,Area harvested,ha,6869
106,Italy,558,Berries nes,Production,tonnes,50879
106,Italy,552,Blueberries,Area harvested,ha,171
106,Italy,552,Blueberries,Production,tonnes,1675
106,Italy,181,"Broad beans, horse beans, dry",Area harvested,ha,50421
106,Italy,181,"Broad beans, horse beans, dry",Production,tonnes,101625
106,Italy,358,Cabbages and other brassicas,Area harvested,ha,14044
106,Italy,358,Cabbages and other brassicas,Production,tonnes,296734
106,Italy,461,Carobs,Area harvested,ha,5576
106,Italy,461,Carobs,Production,tonnes,36951
106,Italy,426,Carrots and turnips,Area harvested,ha,14934
106,Italy,426,Carrots and turnips,Production,tonnes,546673
106,Italy,265,Castor oil seed,Area harvested,ha,
106,Italy,265,Castor oil seed,Production,tonnes,
106,Italy,393,Cauliflowers and broccoli,Area harvested,ha,15860
106,Italy,393,Cauliflowers and broccoli,Production,tonnes,368117
106,Italy,108,Cereals nes,Area harvested,ha,34347
106,Italy,108,Cereals nes,Production,tonnes,104589
106,Italy,531,Cherries,Area harvested,ha,29156
106,Italy,531,Cherries,Production,tonnes,114798
106,Italy,530,"Cherries, sour",Area harvested,ha,1605
106,Italy,530,"Cherries, sour",Production,tonnes,7598
106,Italy,220,Chestnut,Area harvested,ha,21848
106,Italy,220,Chestnut,Production,tonnes,53280
106,Italy,191,Chick peas,Area harvested,ha,26024
106,Italy,191,Chick peas,Production,tonnes,47039
106,Italy,401,"Chillies and peppers, green",Area harvested,ha,10522
106,Italy,401,"Chillies and peppers, green",Production,tonnes,260746
106,Italy,767,Cotton lint,Production,tonnes,
106,Italy,329,Cottonseed,Production,tonnes,
106,Italy,397,Cucumbers and gherkins,Area harvested,ha,2029
106,Italy,397,Cucumbers and gherkins,Production,tonnes,54089
106,Italy,550,Currants,Area harvested,ha,182
106,Italy,550,Currants,Production,tonnes,920
106,Italy,399,Eggplants (aubergines),Area harvested,ha,9560
106,Italy,399,Eggplants (aubergines),Production,tonnes,298313
106,Italy,569,Figs,Area harvested,ha,2229
106,Italy,569,Figs,Production,tonnes,10647
106,Italy,773,Flax fibre and tow,Area harvested,ha,561
106,Italy,773,Flax fibre and tow,Production,tonnes,1593
106,Italy,512,"Fruit, citrus nes",Area harvested,ha,1469
106,Italy,512,"Fruit, citrus nes",Production,tonnes,28641
106,Italy,619,"Fruit, fresh nes",Area harvested,ha,13637
106,Italy,619,"Fruit, fresh nes",Production,tonnes,58512
106,Italy,541,"Fruit, stone nes",Area harvested,ha,546
106,Italy,541,"Fruit, stone nes",Production,tonnes,7477
106,Italy,406,Garlic,Area harvested,ha,3573
106,Italy,406,Garlic,Production,tonnes,30496
106,Italy,507,Grapefruit (inc. pomelos),Area harvested,ha,266
106,Italy,507,Grapefruit (inc. pomelos),Production,tonnes,4806
106,Italy,560,Grapes,Area harvested,ha,675818
106,Italy,560,Grapes,Production,tonnes,8513643
106,Italy,242,"Groundnuts, with shell",Area harvested,ha,
106,Italy,242,"Groundnuts, with shell",Production,tonnes,
106,Italy,225,"Hazelnuts, with shell",Area harvested,ha,78593
106,Italy,225,"Hazelnuts, with shell",Production,tonnes,132699
106,Italy,777,Hemp tow waste,Area harvested,ha,670
106,Italy,777,Hemp tow waste,Production,tonnes,4631
106,Italy,336,Hempseed,Area harvested,ha,
106,Italy,336,Hempseed,Production,tonnes,
106,Italy,592,Kiwi fruit,Area harvested,ha,24861
106,Italy,592,Kiwi fruit,Production,tonnes,562188
106,Italy,407,"Leeks, other alliaceous vegetables",Area harvested,ha,406
